ObjectId2,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Industry,Gas_Type,Scale,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021
995,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Transportation and Storage,Greenhouse gas,Units,118.6094083,115.1575029,106.3865625,101.578783,102.6861859,107.1078239,110.6947023,120.4269613,124.1434899,130.870142,100.2729145,106.1906731
996,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Transportation and Storage,Methane,Units,0.177338652,0.168048204,0.154160528,0.136258937,0.127699677,0.132479053,0.137699888,0.154102925,0.156252379,0.164525167,0.139460076,0.141776173
997,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Transportation and Storage,Nitrous oxide,Units,1.25939535,1.220290573,1.166081633,1.107629324,1.154869643,1.269440457,1.379716005,1.510901468,1.585485433,1.689562311,1.370892359,1.404087207
998,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts","Water supply; sewerage, waste management and remediation activities",Carbon dioxide,Units,11.85447844,9.886763228,10.00998915,9.939959196,10.18205764,10.51918326,11.01295442,11.21402446,11.24503837,11.53442531,10.66727575,11.46215044
999,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts","Water supply; sewerage, waste management and remediation activities",Greenhouse gas,Units,61.3802555,59.15647926,58.91719163,56.96285957,56.29360578,54.51460068,54.3302383,54.41961408,54.39598202,54.65119502,52.19763748,56.66295451
1000,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts","Water supply; sewerage, waste management and remediation activities",Methane,Units,45.21029673,45.1377091,44.80791712,42.81188079,41.88259869,39.95555679,39.25848337,39.18805637,39.15433321,39.12727528,37.66521046,41.19511251
1001,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts","Water supply; sewerage, waste management and remediation activities",Nitrous oxide,Units,4.315480342,4.132006932,4.099285362,4.211019589,4.228949461,4.039860635,4.058800515,4.017533248,3.996610438,3.989494424,3.865151272,4.00569156
1002,Sub-Saharan Africa,,SSA,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts","Agriculture, Forestry and Fishing",Carbon dioxide,Units,1.61136189,1.40590922,1.80634636,2.16574316,2.19661071,2.07046194,2.233215014,2.85746201,2.830853803,2.957074293,3.100038173,3.464821977
1003,Sub-Saharan Africa,,SSA,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts","Agriculture, Forestry and Fishing",Greenhouse gas,Units,546.0758613,557.6877191,578.8803098,593.5988425,605.2532154,619.627764,640.6041469,649.0128563,663.5536743,664.3563564,603.6007197,613.836912
1004,Sub-Saharan Africa,,SSA,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts","Agriculture, Forestry and Fishing",Methane,Units,366.0475156,373.7555269,388.5624854,397.0182355,405.766119,416.1279391,430.726009,433.1037376,444.3506377,444.781775,403.6337873,427.1976112
